Job_title,Location,Work_environment,Work_time,Experience_level,Description,Company_name
Senior Student Counselor,"Dhaka, Bangladesh",On-site,Full-time,,"Company Description
MH Global Group is a versatile organization with a strong focus on education and career support. It includes AHZ – UK University Representative, which helps students access over 140 UK universities and offers comprehensive services from application to post-arrival support. The group also operates MIE Pathways, providing International Foundation Year programs in partnership with NCUK, and MIE English Academy for language support. Additionally, the Mostafa Hazera Foundation works on poverty alleviation through sustainable development programs.
Role Description
This is a full-time on-site role for a Senior Student Counselor at AHZ Bangladesh. As a Senior Student Counselor, you will be responsible for providing student counseling, career counseling, and customer service to students. You will also be involved in education initiatives and communication with students and stakeholders.
Qualifications
Fluency in both English and Bengali is preferred
Strong student counseling and career counseling skills
Excellent communication and customer service skills
Experience in the education field
Ability to work effectively with students and stakeholders
Bachelor's degree in Education, Psychology, or a related field
Knowledge of current industry trends in student counseling
Experience in a similar role is preferred",MH Global Group
Pre Counselor/Admission Officer (IELTS),"Dhaka, Bangladesh",On-site,Full-time,,"Company Description
EduMatric is a prominent education consultancy and IELTS center based in Dhaka, Bangladesh, providing support to students aspiring to study in the USA, Canada, Australia, The UK, Europe, Malaysia, and China.

Role Description
This is a full-time on-site role for a Pre Counselor/Admission Officer (IELTS) at Edumatric in Moghbazar, Dhaka, Bangladesh. The role involves responding to leads and following up with students, assisting students with the admissions process, providing counseling on study abroad options.

Qualifications
Interpersonal Communication and Communication skills
Customer Service and Sales skills
Education background or experience
Good English proficiency in both speaking and writing
Strong organizational and time-management skills
Proficiency in IELTS preparation and counseling
Proficiency in MS Office and Google sheets/doc
Knowledge of study abroad procedures and requirements is preferable
Experience: 1 year (Freshers are also encouraged to apply)",Edumatric
Generalist Higg FEM Verifier & Trainer - Bangladesh Region,Bangladesh,Remote,Contract,,"Job Description

We are seeking an experienced Higg FEM Generalist Verifier to join our team in Bangladesh. The ideal candidate will have extensive experience in the environmental sector, with a deep understanding of the Higg Facility Environmental Module (FEM) and its application in the apparel and textile industry. As a Higg FEM Generalist Verifier, you will be responsible for conducting verifications of facility assessments, ensuring adherence to the Higg Index protocols, and providing valuable insights to improve environmental performance.

Tasks

Key Responsibilities

Higg FEM Verification: Conduct comprehensive verifications of Higg FEM self-assessments for facilities in the Bangladesh market, ensuring accuracy and compliance with the Higg Index protocols.
Data Analysis: Analyze environmental data submitted by facilities, identify discrepancies, and ensure that reported data accurately reflects the facility's environmental performance.
Stakeholder Engagement: Collaborate with facility managers, sustainability teams, and other stakeholders to provide clear and actionable feedback on Higg FEM assessments.
Training and Support: Provide guidance and support to facilities on the Higg FEM process, helping them to understand requirements and improve their environmental performance.
Reporting: Prepare detailed verification reports, including findings, recommendations, and areas for improvement, and present these to both internal and external stakeholders.
Compliance Monitoring: Monitor compliance with local environmental regulations and international standards, ensuring that facilities meet both legal and industry requirements.Continuous Improvement: Identify opportunities for continuous improvement in the verification process and contribute to the development of best practices in Higg FEM verifications.

Requirements

Qualifications:

Educational Background: Bachelor’s degree in Environmental Science, Environmental Engineering, Sustainability, or a related field. A master’s degree will be considered an advantage.
Experience: Minimum of 5 years of experience in the environmental sector, with a strong background in environmental audits, sustainability assessments, or related roles. Experience in the apparel and textile industry is highly desirable.
Certification: Higg FEM Verifier certification or relevant experience in using the Higg Index tools is preferred.
Technical Skills: Proficiency in environmental data analysis, familiarity with environmental management systems, and knowledge of sustainability reporting standards.
Communication: Excellent communication skills, both written and verbal, with the ability to convey complex information clearly and effectively to diverse audiences.
Attention to Detail: Strong analytical and observational skills, with a keen eye for detail to ensure the accuracy and reliability of verifications.
Language Proficiency: Proficiency in English and Bengali is required.

Preferred Proficiencies

Experience with sustainability initiatives in manufacturing or industrial settings.
Knowledge of relevant environmental regulations and standards.
Ability to work independently and as part of a team.

Working Conditions

This position will require travel to various facilities for on-site inspections.
Flexibility in working hours to accommodate different time zones and schedules.",Leadership & Sustainability
Zoho/Hubspot Developer,Bangladesh,Remote,Full-time,,"About Calls Engine:
At Calls Engine, we specialize in building and managing comprehensive call center platforms tailored to our clients' needs. We not only provide cutting-edge technology solutions but also manage the teams that drive customer engagement. As we continue to expand, we are seeking a skilled Zoho/HubSpot Developer to build out our internal CRM systems, optimize workflows, and support our operations team. If you're passionate about CRM development and want to make a significant impact on how we serve our clients, we’d love to hear from you!

 Job Overview:
As our Zoho/HubSpot Developer, you’ll be responsible for designing, building, and maintaining our internal Zoho or HubSpot CRM solutions. You will collaborate with our operations, sales, and customer service teams to create a customized platform that streamlines our processes and enhances our ability to support clients effectively.

Key Responsibilities:
Design, develop, and maintain custom solutions on the Zoho or HubSpot platforms to support internal operations.
Configure and customize CRM functionalities, including creating workflows, automations, and detailed reports.
Integrate Zoho/HubSpot with other platforms and applications, such as call center tools, databases, and third-party software.
Build custom modules, templates, and dashboards that align with the unique needs of our teams.
Conduct regular system audits, troubleshoot issues, and ensure optimal system performance.
Provide support and training to team members on Zoho/HubSpot functionalities, ensuring efficient use of the platform.
Collaborate with stakeholders to gather requirements, develop solutions, and implement improvements to streamline operations.
Stay current on Zoho/HubSpot updates, new features, and industry best practices to continually enhance the platform.

Qualifications:
Proven experience as a Zoho or HubSpot Developer (2+ years preferred), with a focus on CRM implementation and customization.
Strong understanding of CRM principles and the ability to create solutions that enhance business operations.
Hands-on experience with Zoho/HubSpot CRM, including configuration, customization, and integration.
Proficiency in relevant coding and scripting languages (e.g., Deluge, JavaScript, HTML, CSS, APIs).
Experience with third-party integrations (e.g., call center platforms, Zapier, custom APIs).
Strong problem-solving skills and the ability to diagnose and resolve technical issues efficiently.
Excellent communication skills and the ability to work collaboratively in a team-oriented environment.
Ability to manage multiple projects simultaneously and meet deadlines.

Why Join Calls Engine?
Be a part of a dynamic team that is revolutionizing call center technology and management.
Flexible work environment with [remote/hybrid] options.
Competitive salary and comprehensive benefits.
Opportunity for professional growth and development within a growing company.",Calls Engine
Node.js Developer - Dhaka,"Dhaka, Dhaka, Bangladesh",On-site,Full-time,,"Experience:3+years experience in Node.js development is a must to be considered for this position.Technical Skills:

JavaScript proficiency
Working experience of ExpressJS frameworks mandatory
Asynchronous programming
Experience with Event-driven architecture
Good knowledge in NoSQL Database (preferably MongoDB)
Version control systems (Git)
Experience with Application performance optimization
API development expertise

Responsibilities:

Building robust, scalable backend software on SAAS platform 
Delivering reliable solutions that handle massive data and high traffic 
Focusing on code optimization, quality, and maintainability 
Writing unit tests to improve our code quality 

Position Type:

Full-time, On-site Employment",SJ Innovation LLC
Telesales Executive (Night Shift),"Dhaka, Dhaka, Bangladesh",On-site,Full-time,,"We are looking for an enthusiastic telesales representative to contribute in generating sales for our company. You will be responsible for closing sales deals over the phone and maintaining good customer relationships. An effective telesales representative must be an excellent communicator and have superior people skills. You must be comfortable presenting products or services over the phone as well as dealing with complaints and doubts. The goal is to help the company grow by bringing in customers and developing business.

Application Deadline October 31, 2024 Department Sales Employment Type Permanent - Full Time Location Dhaka Workplace type Onsite Compensation ৳25,000 - ৳35,000 / month

Key Responsibilities

Outbound telesales.
This is a night time position and will be expected to work overnight hours.
English fluency is compulsory.
Follow-up with prospects by phone or email on a timely manner.
Obtain new contact names, telephone numbers, and email address of prospects from direct calls and other sources such as websites.
Record and maintain reactions of prospects contacted into the database or CRM after the call.
Maintain a thorough working knowledge of all services offered by Enosis Solutions.
Contact businesses by telephone in order to solicit sales for services and create brand awareness.
Explain products or services and prices, and answer questions from customers.
Pre-call planning and research to perform opportunity identification and need analysis at all prospect levels.

Skills, Knowledge & Expertise

Some experience in a call center or customer service environment.
Willing to work night shifts to match business hours in western countries.
Speaking clearly and persuasively in English in positive or negative situations.
English Medium background is necessary.
Telemarketing experience is preferable.
Proven organizational and interpersonal skills.
Self-motivated, independent worker with the ability to multi-task.
Be professional, courteous, and know proper phone etiquette.
Ability to relate with a diverse group of people.
Ability to clearly and effectively communicate and present analysis findings and recommendations for marketing strategies.
Sound knowledge of essential software like MS Word, MS Excel, MS PowerPoint, MS Outlook, etc.

Job Benefits

The applicants should have experience in the following area(s): Telemarketing, Customer Support through Phone.

About Enosis Solutions

Enosis Solutions is an engineering powerhouse and trusted partner for software development and testing services. We design and develop web, desktop, and mobile applications for our clients that are compelling, interactive, and easy to use. Since our inception, we have been providing operational gains to startup, emerging, and established organizations throughout North America and Europe.

Apply Now",Enosis Solutions
PHP Developer,"Dinājpur, Rajshahi, Bangladesh",On-site,Full-time,,"Job Description:

We are looking for an experienced PHP Developer to join our dynamic team. This is a full-time, office-based position. If you are passionate about coding and problem-solving, this opportunity is for you!

Key Responsibilities:

Develop and maintain web applications using PHP.
Collaborate with front-end developers and other team members.
Troubleshoot, test, and maintain the core product software to ensure strong optimization and functionality.
Participate in all phases of the development lifecycle.

Requirements:

Proven experience as a PHP Developer.
Strong knowledge of PHP, MySQL, JavaScript, HTML, and CSS.
Familiarity with frameworks such as Laravel, CodeIgniter, or others.
Ability to write clean and efficient code.
Excellent problem-solving skills.
Ability to work independently and as part of a team.
Strong communication skills.

Work Environment:
Office-based position in Nimtara Sadar, Dinajpur.
6 days a week, 9 AM to 6 PM.
Application: If you’re interested, please send your CV to: seoservicecare01@gmail.com",SEO SERVICE CARE
"Test Automation Engineer (C#, Specflow, Selenium)","Dhaka, Bangladesh",On-site,Full-time,,"Company Description
AppsingFun is a startup IT Company in Dhaka, focused on providing Consultation Services and Deployment of top Software Solutions for domestic and international customers. The company values fun, innovation, and professionalism, aiming to create a fun and productive work environment for its team.

Role Description
This is a full-time on-site role for a SQA Engineer (Automation, Selenium WebDriver). The SQA Engineer will be responsible for software quality assurance, manual testing, test automation for ensuring high standards software product.

Qualifications

3-5 years experience in Test Automation with C#, SpecFlow, Selenium
Experience in manual testing.
Experience with specflow (Gherkin language).
Experience on API automation testing of SOAP/REST.
Experience on Robotic Process Automation tool will give advantage.
Experience of creating automation test against user stories.
Experience on working in Agile environment/focusing on sprint by sprint deliverables
Knowledge of page object model, xpath, css etc.
Ability to write and maintain automated regression packs for live applications
 Experience in testing front (e.g. websites) and back end systems (e.g. database checking)
Experience in testing window-based applications will give a benefit.
Experience in managing issue tracking databases and prioritizing issues for future release
Adept in using JIRA and/or other tools for test and defect management

Accountability 
Ensure quality by analyze translate business process to the system in connection with developers.
Review requirements, specifications, and technical design documents to provide timely and meaningful feedback.
Create detailed, comprehensive, and well-structured test plans and test cases.
Estimate, prioritize, plan and coordinate testing activities.
Identify, record, document thoroughly and track bugs.
Develop and apply testing processes for new and existing products to meet client needs.
Liaise proactively with project leads, analysts, business leads, developers, and other testers to identify testing and validation requirements. 
Responsible for organizing and coordinating UAT by partnering with business users.
Promote quality achievement and performance improvement throughout the organization.
Set QA compliance objectives and ensure that targets are achieved by defining quality procedures and tools.
Reduce the number of ‘bug’ related issues being logged by users.
Maintain release history and deploy stable release.
Stay up to date with new testing tools and test strategies.

Job Location: Gulshan 2

Salary: BDT 50000-80000

Other Details / Benefits

5 Working days in a week (Friday & Saturday is Week off and Tuesday is Home Office)
Office time : 8:30 AM - 4:30 PM
Calendar holidays, Earn leave, Sick leave
2 Festival bonuses
Yearly performance review",AppsingFun
"Monitoring, Evaluation, and Learning Manager - USAID Responsive Local Governance Activity, Bangladesh",Bangladesh,On-site,Full-time,,"Overview

Research Triangle Institute (RTI) has over 30 years’ experience assisting governments, communities, and the private sector. As a not-for-profit, independent research institute based in North Carolina, USA, RTI has roughly 5,000 employees with global experience implementing international development projects. RTI's Sustainable Growth & Resilience (SG&R) technical unit within the International Development Group brings together RTI experts and capabilities across food security, agriculture, energy, environment, water, governance, and economic opportunity. SG&R will leverage RTI's experience designing and delivering multisectoral programming and technical solutions to respond to climate change, build resilience, and promote economic growth around the world.

The RTI Center for Governance promotes strong, stable societies by empowering people and strengthening institutions. Building on the RTI’s decades-long legacy of leading governance projects around the world, the Center works to increase transparency and accountability, mitigate corruption, and help government actors to better deliver on the needs of citizens. Boasting a global reach, the RTI Center for Governance includes partners, expertise, and learning from major initiatives spanning sub-Saharan Africa, Latin America and the Caribbean, and Southeast Asia. The Center leverages RTI’s longstanding local partnerships to bring together governments, civil society, the private sector, and communities to define problems and jointly create sustainable solutions in countries around the world.

Project Description

The purpose of the USAID/Bangladesh Responsive Local Governance Activity (RLGA) is to support local elected government institutions to be more effective, responsive, inclusive and accountable institutions to address social issues and provide quality basic services to the most marginalized.

Position Description

RTI is seeking a Monitoring, Learning, and Evaluation (MEL) Manager for the anticipated USAID Responsive Local Governance Activity in Bangladesh. The MEL Manager will be responsible for leading the MEL team and overseeing all monitoring, evaluation, collaboration, learning, and adapting activities. This position will lead efforts to collect and analyze data related to activity performance, conduct and/or organize performance evaluations, and organize and conduct assessments, studies and other analyses to better understand local context.

The MEL Manager will report to the Chief of Party (COP) and will be based in Dhaka, Bangladesh.

This position is contingent upon award and funding. 

Responsibilities

Develops the MEL plan, including indicators, baseline data, and results. 
Produces timely, accurate, and complete results. 
Develops data collection tools and trains staff and partners on MEL approaches. 
Leads evaluations and reporting. 
Leads the programs learning agenda and oversees the design and implementation of monitoring systems, databases, and tools. 
Plays a coordinating role with other USAID projects, effectively sharing learning across the portfolio of USAID activities. 
Responsible for overall management of CLA activities. 
Leads the programs adaptive management approach and coordinates closely with the technical and regional teams to ensure information is continuously collected and shared. 
Supports technical teams to integrate MEL, CLA, and best practices on data collection into all activities; engage with projects to share learning across USAID’s portfolio; develop and disseminate lessons learned; and integrate inclusive approaches that positively impact women and youth. 
Implements innovative digital solutions to data collection. 
Works with technical staff to oversee tools for data collection, storage, and analysis; trains staff and partners on MEL system operations, collection methods, and tools. 
Contributes to project efforts to build the technical, systems, and operational capacities of local partner organizations and other relevant stakeholders. 
Together with the COP and other members of the Strategic Management Team, supervises the implementation of workplan activities under the contract to ensure that performance schedules are observed, and outputs are completed according to schedule. 
Works closely with the Communications and technical teams to create an inward- and outward-facing learning agenda.

Qualifications

A Bachelors Degree and 8 years of experience, a Master's degree and 6 years of experience or equivalent combination of education and experience. 
Minimum five (5) years of work experience as a Monitoring, Evaluation, and Learning (MEL) Manager, Senior Specialist or equivalent position. 
Direct experience working on MEL for agriculture, food security, nutrition, and/or resilience programs is strongly preferred. 
Direct experience in Bangladesh is strongly preferred. 
Demonstrated ability to develop, manage and implement the activity’s M&E systems, including relevant performance indicators, baselines, and annual targets and ensure compliance to USAID requirements, specifically Feed the Future. 
Demonstrated ability to supervise the collection and analysis of data and reporting on performance indicators by other team members and project counterparts, with key responsibilities to work with technical staff members to manage their reporting inputs and contributions. 
Demonstrated ability to oversee project reporting, data collection and management, and indicator documentation in alignments with the activities approved Annual Monitoring, Evaluation and Learning Plan. 
Knowledge of reporting procedures, best practices, guidelines, methods, and approaches for MEL. 
Experience with MEL that measures and promotes gender and social inclusion. 
Experience in providing technical assistance to local partners, organizations, and grantees. 
Excellent communication and interpersonal skills. 
Demonstrated managerial skills. 
Professionally proficient and fluent in written and spoken English. 
Ability to work throughout Bangladesh.",RTI International
Manager - Accountability and Learning,"Cox’s Bazar, Chattogram, Bangladesh",On-site,Full-time,,"The International Rescue Committee (IRC) responds to the world's worst humanitarian crises, helping to restore health, safety, education, economic wellbeing, and power to people devastated by conflict and disaster. Founded in 1933 at the call of Albert Einstein, the IRC is one of the world's largest international humanitarian non-governmental organizations (INGO), at work in more than 40 countries and 29 U.S. cities helping people to survive, reclaim control of their future and strengthen their communities. A force for humanity, IRC employees deliver lasting impact by restoring safety, dignity and hope to millions. If you're a solutions-driven, passionate change-maker, come join us in positively impacting the lives of millions of people world-wide for a better future.

Program Brief

Founded in 1933, the International Rescue Committee (IRC) is one of the world’s leading agencies working in post-conflict and development contexts, supporting communities in over 40 fragile, failed and developing states. In this capacity, we work to restore safety, dignity and hope to millions who are uprooted, struggling to endure and wishing to advance on a path of development.

The IRC has been present in Bangladesh since 2017 and obtained registration with the NGOAB in March 2018. Since the IRC obtained registration in March 2018, it has moved quickly to expand its integrated emergency health and protection response through both direct and partner-based programming focused on primary healthcare, women’s protection and empowerment, sexual and reproductive health, gender-based violence and child protection. Recently IRC has also introduced two new programs: Protection Rule of Law (PROL) and Education. IRC will continue working in both the camps and host community; while meeting the significant needs in both refugee and host populations, as already existing vulnerabilities are compounded with cyclical monsoon and cyclone seasons that impose additional threats to the lives and protection of those refugees as well as vulnerable host populations. IRC will grow over time its geographic coverage within Cox bazar and to other parts of the country, thus expand its networks and partnerships around emergency preparedness and response work, reach beyond the Rohingya refugees, also targeting the vulnerable host groups in Cox Bazar and other parts of Bangladesh.

Purpose of the Role

Under the supervision of the Head of MEAL, the Accountability and Learning Manager will develop, implement and strengthen the accountability and knowledge management systems for the IRC Bangladesh Country Program. Accountability and Learning Manager will also be responsible for ensuring fully embedded practical and effective mechanism for accountability to the affected people to ensure the beneficiary’s voice is heard, and the organization remains transparent to all the stakeholders. designing and implementing a country office knowledge management system that will ensure information necessary for future use is in place. This position will provide technical leadership and management oversight for all knowledge management activities. Accountability and Learning Manager will be responsible for knowledge management planning, content design and production, strategic dissemination, outreach, and targeted engagement. The Accountability and Learning Manager will provide guidance and support to the Sr. Accountability Office and work with the core program implementation team in establishing and maintaining both program and project knowledge management systems.

The position holder will work closely with Sr. MEAL Officers. Accountability and Learning Manager is responsible for building MEAL staff capacity through organizing trainings, mentoring and coaching. Together with the MEAL Coordinator, Accountability and Learning Manager technically supports IRC Bangladesh to meet standards set out in the Strategic Action Plan (SAP 2022-2024) and IRC’s global Monitoring, Evaluation, Accountability and Learning (MEAL) Handbook for improving monitoring practice and use of data for decision making within the organization.

Highlights Of Key Responsibilities

 Design, review and implement Complaint and Feedback Response Mechanism and systems 
Contribute to designing the accountability framework/strategy for the IRC Bangladesh Country Program.
Generate evidence and propose CRM channels that fit well with IRC programs in the Bangladesh context and operationalize them.
Ensure complaints are correctly and timely lodged into the CRM database and communicate with beneficiaries in a dignified manner regarding their complaints/feedback.
Verify registered complaints and ensure timely resolution, as well as completion of the CRM database.
Periodically review the effectiveness of the channels and guide the program team/partner organizations to take appropriate steps to enhance functionality.
Provide extensive capacity-building support for staff and partners on accountability and knowledge management.
Support the MEAL team and Accountability focal points in conducting semi-annual client feedback surveys.
Generate monthly CRM reports and update dashboards for dissemination to CMT/SMT.
 CRM Data management systems
In close collaboration with the Head of MEAL and Program Quality, develop a robust and secure information management system to store sensitive information.
Implement adequate data security protocols to ensure the security of confidential information.
Establish and maintain a system to track complaints and ensure continuous dissemination with program focal points.
Support the development of data collection tools, analysis, and visualization of periodic surveys.
 Knowledge Management and Learning
Take the lead in developing and implementing the organization’s Knowledge Management Strategy.
Establish a system to capture key lessons and successful models from various evidence products and relevant program and operational units.
Collect, manage, and share learning agendas within programs and projects, collaborating with the Communications and Advocacy Teams to share them with stakeholders.
Conduct lessons learned workshops in close collaboration with the Head of MEAL and program teams to disseminate learning agendas and assist in developing action plans based on follow-up agendas.
Support partner organizations in conducting lessons learned workshops and reporting.
Work closely with the MIS and Data Management Manager to ensure program and project data and reports are stored and accessible to stakeholders in accordance with organizational guidelines and protocol.
 Staff capacity building 
Train program staff on accountability and knowledge management practices and implementation.
Build the capacity of program staff and partner staff in using complaint and feedback data input systems.
Provide coaching and mentoring to staff to ensure consistent and accurate utilization of the information management system and appropriate technology for knowledge management.

Deliverables

Establish dissemination plan, protocol and system for knowledge management
Dissemination of information, learning and best practices in a way that is accessible, manageable and which supports the work of the organization
CRM system in place
Information management Standard Operating Procedure in place
Periodic satisfaction survey report 
Updated accountability database in place
Knowledge products in place and timely available 

Experience

Minimum of 5 years experience developing and implementing knowledge management strategy, including design of CRM systems and tools, data analysis and reporting. Experience in MEAL with CRM implementation will be preferred
At least three years of experience working on large scale, complex, multi-sector programs in both emergency and/ fragile contexts and developing information management systems for a range of different donors

Competencies: Knowledge, Skills & Abilities 

At least 5 years of experience with developing complaint/accountability frameworks/MEAL
Demonstrated understanding of knowledge management principles and capacity to deliver knowledge management and/or organizational learning activities Possesses Advanced Excel skills (e.g. pivot tables, advanced pull data formula, etc.)
Ability to compile and holistically analyze diverse datasets.
Experience in using Tableau or PowerBi.
Experience with mobile based applications such as CommCare and KOBO
Excellent written and oral presentation skills.
Strong commitment to IRC’s mission, purpose and values.
Demonstrated ability to train and build capacity of others
Comprehensive knowledge of humanitarian accountability principles and their translation into practice
Strong planning, organizational and interpersonal skills
Excellent analytical, presentation, and reporting skills

Language Preference

Ability to communicate, hosting meeting and presenting in English. 
Ability to speak Chittagonian dialect is an asset

Minimum Qualifications:

Specific Educational Qualification

University degree (statistics, social science, development economics, or a related discipline)
Excellent database, data management and data analysis skills, with experience using at least two software applications such as Microsoft Excel, Access, SPSS, STATA, Epi-data, Epi-Info

Professional Degree/ Certification 

Project Management and client engagement 
Accountability towards affected Population
Monitoring and Evaluation Certification

Standard of Professional Conduct:The IRC and the IRC workers must adhere to the values and principles outlined in the IRC Way – our Code of Conduct. These are Integrity, Service, Accountability, and Equality.

Commitment to Gender, Equality, Diversity, and Inclusion: The IRC is committed to creating a diverse, inclusive, respectful, and safe work environment where all persons are treated fairly, with dignity and respect. The IRC expressly prohibits and will not tolerate discrimination, harassment, retaliation, or bullying of the IRC persons in any work setting. We aim to increase the representation of women, people that are from country and communities we serve, and people who identify as races and ethnicities that are under-represented in global power structures.",International Rescue Committee
Marketing Executive,"Dhaka, Bangladesh",Part-time,"0 of 10 skills match
Required skills are missing from your profile",,"Actively engage in field marketing to promote IT services, focusing on building a strong local client base.
Have sound knowledge and practical experience in MS Office and MS Project. Ability to work independently. Strong interpersonal & communication skill.
Develop and maintain relationships with local businesses, schools, college, Madrasah and organizations to identify their IT service needs.
Conduct market analysis to assess local competition and understand customer preferences in IT solutions.
Organize and participate in community events, workshops, and seminars to demonstrate IT services and generate leads.
Deliver tailored presentations and demonstrations of IT services to prospective clients, showcasing how they can solve specific challenges.
Follow up with leads and maintain communication to nurture relationships and drive conversions.
Collaborate with the marketing team to develop effective promotional materials and campaigns.",IT Softbd Solutions Ltd.
Professor ,"Sylhet, Bangladesh",On-site,Full-time,,"Leading University is looking for Professor


Job Description / Responsibility
We are looking for Professors for the Department of Computer Science and Engineering, Civil Engineering, Architecture, Electrical and Electronic Engineering, Public Health, Business Administration, Tourism and Hospitality Management, English, Law and Islamic Studies. 

Job Responsibilities: Teaching, research and other responsibilities assigned by authority.

Educational Requirements
a) PhD/ equivalent degree along with at least two first classes/ divisions/ CGPA 3.25 arerequired and minimum CGPA 3.25 at both Honours and Master’s is required.
b) MPhil/ equivalent, at least two first classes/ divisions and minimum CGPA 3.25 at both Honours and Master’s is required.
c) 4-year Honours with Master’s Degree/ 3-year Honours with Master’s Degree. Minimum 3 first divisions/ classes/ minimum CGPA 3.25 at both Honours and Master’s is required.

Experience Requirements
At least 20 year(s)
The applicants should have experience in the following business area(s): University

Additional Requirements
a) A total of 12 years’ experience at a university/ equivalent organization out of which 5 years’ experience as Associate Professor is required. At least 15 research publications are required out of which 7 publications must be published as Associate Professor. 
b) A total of 18 years’ experience at the university level is required. 6 years’ experience as Associate Professor is required. At least 15 research publications are required of which 7 publications must be published as Associate Professor. 
c) A total of 20 years’ experience at the university level is required; out of which 7 years’ experience as Associate Professor is required. At least 15 publications are required of which 7 Publications must be published as Assistant Professor.

Job Location
Sylhet", Leading University
Sr. Executive/Executive - IE (Knit Garments) ,"Gazipur Sadar Upazila, Dhaka, Bangladesh",On-site,Full-time,,"100% Knit Composite Garments Factory is looking for Sr. Executive/Executive - IE (Knit Garments)

Job Description / Responsibility
Ensuring production target of the lines as per production plan.
Ensuring line balancing as per layout.
Ensuring time and motion study for all styles.
Preparing SMV database for all styles.
Ensuring optimum utilization of Man and Machine.
Preparing weekly NPT report and ensuring possible NPT reduction.
Reviewing operators' skill level (monthly) and ensuring corrective action along with the proposal of training for potential workers.
Preparing workers' assessment report (quarterly) to use the same for personal and organizational development or improvement.
Any other assignments at the discretion of management
Educational Requirements
B.Sc in Textile Engineering.
Experience Requirements
3 to 5 year(s)
The applicants should have experience in the following business area(s):
Garments,Textile,Garments Accessories,Sweater Industry,Spinning,Dyeing Factory
Job Location
Gazipur (Gazipur Sadar)", 100% Knit Composite Garments Factory 
Electrical Engineer,"Dhaka, Dhaka, Bangladesh",On-site,Full-time,,"The ideal candidate will be responsible for implementing electrical components into devices. They will also help design and manufacture electrical products of all shapes and sizes. They should be able to make quality assurance checks in order to keep the product standard high. 
 Responsibilities
Evaluate electrical products and systems by designing testing methods 
Test finished products and system capabilities 
Keep necessary equipment operational 
Contribute to team efforts by accomplishing related results

Qualifications
Bachelor's degree in Electrical Engineering or related field 
Strong problem solving, technical, math and science skills 
Strong written and verbal communication",TALUKDER GROUP OF COMPANY
Senior Counselor,"Dhaka, Bangladesh",On-site,Full-time,,"Company Description

MH Global Group is a versatile organization with a strong focus on education and career support. It includes AHZ – UK University Representative, which helps students access over 140 UK universities and offers comprehensive services from application to post-arrival support. The group also operates MIE Pathways, providing International Foundation Year programs in partnership with NCUK, and MIE English Academy for language support. Additionally, the Mostafa Hazera Foundation works on poverty alleviation through sustainable development programs.

Role Description:

This is a full-time on-site role for a Senior Student Counselor at AHZ Bangladesh. As a Senior Student Counselor, you will be responsible for providing student counseling, career counseling, and customer service to students. You will also be involved in education initiatives and communication with students and stakeholders.

A counselor himself/herself is a manager for a lead, application and students, therefore a counsellor will be responsible from lead to application to enrollment.
Make leads calls to the potential students and identify the credible students, and provide counselling.
Talking quality leads from filtered leads, cold, appointment booked, future interest, waiting for documents, in process to payment expected, old applications who missed last intake.
Provide counselling to the students, identify their needs and preferences, develop relationship with the credible students and communicate with them accordingly.
Identify the right course & university for the students based on their budget, location preference and other factors and provide multiple options (at least 2) to the students.
Collect required documents (Passport, CV, Academic documents, English test certificate, Reference letters, SOP), and make right application client chosen University,
Guide the students throughout the application to enrollment process,
Help them to get offer letter, assist to receive unconditional offer letter.
Engaging to till pay & conversation,
Prepare the student for CAS interview in relation with compliance department.
helping to get CAS, make CAS request if required,
Assist visa application team to apply for VISA,
Collect reviews from the students and convince them to spread good word of mouth.
Enrolment and continue communication till complete the course.
Participate in Education Fairs and ensure that every student and guest feel welcome and valued.
Any other tasks assigned by the management.",MH Global Group
